comment;len;rate
hàng đóng gói cẩn thận sách đẹp tuy nhiên giấy in không xịn sò lắm;15;4
sách tuyệt lắ nội dung càng ok rất tốt nhưng phần bìa bị móp và các cuốn đều bị xước với tớ thì tớ không thích lắm nhưng vì mua sale tới 55℅ nên cũng không trách gì được dù sao vẫn khá khó chiụ nhưng như vậy là tốt rồi;56;4
giao chậm hơn so với dự kiến tiki đưa ra các góc box đều bị bóp méo bên trong hộp nên phủ lớp khoá màu để màu xanh bên trong không bị lem vào các trang sách bên trong;39;4
truyện in ok bìa truyện làm rất đẹp nội dung thì khỏi bàn cãi quá tuyệt vời nhưng một góc của boxset bị móp tuy chỉ móp có chút thôi không ảnh hưởng gì mấy nhưng nhìn vẫn thấy rất khó chịu lần sau đề nghị tiki nhắn nhủ với bên giao hàng bọc thêm xốp cho đàng hoàng vào đặc biệt là với những mặt hàng giá trị như này thêm nữa đặt hàng từ ngày 12 mà đến 18 mới nhận được hàng;85;4
bị móp ở góc hộp và góc sách hộp rách nguyên 1 đoạn dài ở sau còn lại thì đều tốt hếtt có vẻ như sách hơi cũ nhưng mà không sao;30;4
khá hài lòng về sản phẩm chất lượng giấy mực tốt nội dung thì khỏi bàn cãi rồi dù mình đã có dịp đọc online rồi nhưng do quá cuồn si nên đã tậu hẳn 1 bộ nhưng lúc mở ra thì tập này hơi bị nhăn mất thẩm mỹ nên rất tiếc chỉ cho 4 sao thay vì 5 sao;59;4
sách chất lượng nhưng đóng hộp quá lớn và chèn ít nên sách bị móp góc;16;4
thấy tiki sale mạnh nên đặt mua liền sách mới cứng rất đẹp tuy nhiên do khâu đóng gói chỉ có lớp chống sóc mỏng nên hàng giao tới móp hết một góc sách bên trong cũng nhăn góc theo luôn đề nghị tiki nâng cấp chất lượng khâu đóng gói còn lại rất hài lòng về tiki;58;4
nội dung thì mình chưa đọc nhưng mình nghĩ sẽ không làm mình thất vọng và giao hàng rất nhanh nhưng shipper có phần thái độ không được tốt lắm với khách hàng lúc mở ra thì hơi thất vọng hộp không được bọc một tấm nilong nhưng bù lại mút xung quanh không làm méo hộp nhưng không bọc thì mình thà mua sách lẽ từng cuốn ổn hơn do mình đã có 1 quyển này ở nhà trước đó vài hôm nhưng giờ lôi ra xem có bị rách hay hư ở đâu không thì hơi thất vọng về tập này trong bộ box này dạng giống cũ hay người ta đã đọc bị trầy nhiều đường xước dăm ở chữ harry potter khiến mình xem thêm;137;4
hàng như hình nhưng dạo này tiki không bảo quản cẩn thận thùng hàng của khách như trước thùng bị cách nhiều hên bên trong còn nguyên vẹn;28;4
giao hàng nhanh nhưng chắc trong quá trình vận chuyển nên bị móp hộp và vài quyển bị móp bìa sách có trang ở quyển này bị rách nhà xuất bản nên kiểm tra kĩ chất lượng sách hơn trước khi giao;41;4
bọc chắc chắn mà mỗi tội cái của mình không phải nguyên seal cảm tưởng như sách để lâu rồi ấy nên tranh sách bị dính màu xanh của box chắc do vận chuyển hay như nào đó mà hộp vẫn bị móp không nguyên seal nên gáy sách cũng nát luôn hơi buồn một chút nhưng tiki giao hàng rất nhanh lần sau có lẽ mình nên cân nhắc đặt từng quyển một có vẻ ổn hơn đặt box vì đợt sherlock holmes cũng bị móp nhiều :(;89;4
phần này harry potter và hội phượng hoàng có mấy trang sách bị mất chữ những phần trước nhìn chung sách dịch ổn nhưng có vài chỗ sai tên nhân vật và sai chính tả;35;4
hôm nào cũng canh đợi sale 50% ai ngờ sale tưởng 5 ngày sau có ai ngờ có ngay sáng mai quá phê hehe đang làm vứt hết chạy ra nhận ngay e nó 😁 những hàng lớn như vậy bị móp méo 1 chút cũng không sao tuyệt vời;53;4
giao hàng cái hộp nó bị móp như này nên góc sách của mình cũng bị móp theo :( còn lại thì đều ổn;24;4
tiki chuyển siêu nhanh ngoài việc hộp của mình bị một số chỗ hơi méo thì sách chất lượng tốt không bị phải xanh hay gì cả mình mua được với giá nói chung hài lòng :3;45;4
bộ truyện kinh điển rồi nên không có gì nói thêm về nội dung mình mua với giá sale siêu rẻ nhưng mình dùng tikinow nên chắc hơi vội bị móp 1 chút nhưng thôi mình không quan trọng lắm chất giấy vàng xốp nên cầm lâu không bị mỏi tay hay mỏi mắt ai thích chất giấy trắng chắc không thích chất giấy này lắm;67;4
mua thực chất để sưu tầm dù sao thì mình cũng đọc đi đọc lại nhiều rồi bỏ ra đọc thì sợ hỏng vì giấy mỏng bìa cũng mỏng nhất là tập này chỉ sợ hỏng gáy không bóc nilon bọc ngoài nên không biết chất lượng các cuốn sách thế nào nhưng có vẻ chúng đều ổn mua đúng lúc tiki sale 50% quá đã;66;4
là một trong những fan của harry potter từ rất sớm với phiên bản này khá hài lòng bìa sách đẹp bản dịch tốt cách trình bày dễ theo dõi tuy nhiên chất lượng giấy còn hạn chế bộ sách không chỉ thu hút được bản thân mình mà còn khơi dậy sở thích đọc sách của bọn trẻ;59;4
vừa nhận được sách xong phải vào viết nhận xét ngay mình hay mua sách của tiki và chưa bao giờ phải thất vọng về chất lượng của sản phẩm cũng như cung cách phục vụ khách hàng bộ truyện thật đẹp rất vừa ý vì mình muốn mua để lưu lại sau này cho cả các con mình cùng đọc tuy có 1 tập giấy bị nhăn ở mấy trang đầu nhưng không sao nếu ai cũng muốn sưu tầm bộ truyện này thì không nên bỏ qua đâu à;91;4
chất lượng phù hợp giá tiền hàng giao nhanh mình mới đặt 2 ngày đã có tiki trước giờ luôn là nơi mình tin tưởng khi mua hàng online hy vọng chất lượng dịch vụ tiki sẽ không bị giảm sút trong tương lai;48;4
gặp phải đúng bộ bị lỗi vận chuyển nhanh sáng đặt chiều đã giao hàng;15;4
mình cảm giác bộ hary potter này của mình mua theo box set có chất lượnh kém hơn so với bạn mình mua lẻ từng cuốn một chất lượng giấy này của trẻ mình không hài lòng lắm bộ mình mua còn bị lem mực in xanh ở mép các quyền nhưng không đang kể nên không sao bìa bộ này rất đẹp fone chữ dễ đọc ban đầu rất phân vân giữa mua lẻ từng quyển và mua box set vì mua lẻ thì mới được bọc bookcare mua box set thì có box nhưng không được bọc cuối cùng do sợ chất lượng các quyền không đồng nhất nên vẫn quyết định mua theo box mong tiki sớm hỗ trợ bọc bookcare cho sách theo box và combo;130;4
giá mua hơi cao so với các bạn khác xin cảm ơn truyện toàn chữ tập này dày chưa từng thấy :);22;4
mình thấy ngạc nhiên khi chủ nhật mà anh shipper vẫn giao hàng như thường mình mua boxset này cùng vài cuốn nữa khá cồng kềnh nên tiki gói vào trong thùng cacton lớn seal bị rách nhưng mà sách ở bên trong thì không sao nên không vấn đề gì nói chung là mình khá ưng 5 sao cho vấn đề vận chuyển lần này;65;4
phần hộp bị méo một chút với lại ai đọc sách bản gốc rồi thì sẽ thấy có mấy đoạn dịch sai dẫn tới sai hết ý của nhân vật;30;4
mình đặt sách thì 2 ngày sau có luôn tiki bọc sản phẩm chu đáo tuy nhiên do quá trình vận chuyển nên hộp đựng sách hơi móp một chút sách hơi bụi nhưng phủi một chút là sạch liền ủng hộ tiki nhiều nhiều;45;4
mở hộp ra thì không thấy có màng bọc và sách bị xếp lung tung như thế này nên hơi thất vọng kiểm tra kỹ hơn thì gáy của tập 2 hơi gẫy méo chắc vì thế nên bị xếp quay mép giấy ra ngoài;45;4
sản phẩm đóng gói kỹ hộp bị móp do khâu vận chuyển hy vọng các lần tái bản sau;19;4
sách đẹp thẳng thớm tiếc có điều giấy mỏng quá không biết để lâu có bị mọt không;18;4
gởi hàng nhầm địa chỉ khách phải tự đi lấy may 2 địa chỉ cũng gần nhau săn được bộ boxset giá hời nên ok không có vấn đề gì;30;4
tiki giao hàng cực nhanh trong chủ nhật box cực đẹp bìa đẹp không bị lỗi về chất lượng giấy không tốt lắm giấy mỏng có thể thấy trang in đối diện giấy hơi hẩm;35;4
xin kiểm tra hộ mình mình đặt từ hôm việt nam vô địch mà chưa thấy gửi hàng cho mình cố gắng giúp mình gửi trong tuần này càng sớm càng tốt ạ cái đơn mình đặt bị tách làm 2 một đơn thì thứ 2 đã nhận được còn đơn harry potter này thì chưa cuối tuần này mình lại đi xa nên cố giao sớm giúp mình cảm ơn các bạn;73;4
mình đặt bộ này hôm việt nam vô địch trưa hôm nay đã nhận được hàng bộ sách đẹp cơ mà nhỏ hơn so với bản gốc tập 5 dày kinh khủng nếu chia ra 2 tập thì tốt mình không ưng nhất là chất liệu giấy giấy nhẹ và xốp dễ ố vàng còn lại tất cả thì tuyệt vời về cả hình thức lẫn dịch vụ giá như để nhà xuất bản văn học in thì tốt mình không thích sách của nhà xuất bản hai thế giới giấy không mịn mà rất mỏng nói chung là hài lòng cảm ơn tiki nhiều cho tiki 4 sao;106;4
là tập hợp của những quyển harry potter tái bản 2016 2017 giấy mỏng hơi vàng được xếp ngay ngắn trong hộp giấy khi mới nhận hàng cả book set được gói kỹ trong một bọc plastic nhìn tổng thể thì rất đẹp thích hợp để sưu tầm;47;4
kích thước nhỏ hơn so với nguyên gốc hình thức đẹp tuy nhiên chất giấy không được đẹp phù hợp cho việc sưu tầm;24;4
mình rất thích bộ sách này vì hộp đẹp bìa sách đẹp tuy nhiên về chất lượng giấy và chữ in không được tốt lắm có thể đánh giá là kém cần loại giấy chất lượng tốt hợp để phù hợp với mẫu mã bên ngoài;47;4
giao nhanh nhưng quyển 1 in thiếu trang giấy hơi xốp;15;4
sao mình không được ưu đãi thế nhờ nhưng không sao tiki gói hàng đẹp sách xinh;18;4
bộ sách nhìn chung vẫn tốt tuy nhiên các góc có hơi móp một tí do quá trình vận chuyển;20;4
mình có bản cũ thấy bộ mới này của nhà xuất bản trẻ cực đẹp nên rinh em nó ngay lập tức nhân lúc tiki giảm 50% để ngắm lạy chúa khi nhận được sách xong mới thở phào nhẹ nhõm sách đẹp box mãn nhãn luôn tuy giấy hơi mỏng nhưng cực yêu cám ơn tiki rất nhiều nhờ tiki giảm giá cực mạnh nên mới có cơ hội sở hữu yêu tiki;74;4
điều đáng tiếc chính là chất lượng giấy tuy nhẹ và màu bảo vệ mắt sao mà chất lượng không được như bên nhã nam làm giấy nhẹ hơn nhã nam mà nhanh bị chuyển màu theo thời gian không giữ được lâu như của nhã nam nhà xuất bản trẻ trừ trang ảnh ra thì trang giấy hầu hét bây giờ toàn dùng kiểu giấy như thế này chán;66;4
yêu thích việc ngắm sách nên ra là khi nhận sách gáy có tí lỗi buồn hết cả người mở ra thấy bìa bọc bung bét ra là đã hơi run rồi thế mà thật :(;36;4
tôi mua 1 bộ sách nhưng khi nhận hàng không thấy coupon mua 1 tặng 1 như trên hóa đơn vậy coupon này nếu có thì xài thế nào;29;4
khá đẹp gáy đẹp hơn bộ lẻ gần full lâu đài tuy nhiên giấy kém hơn so với bộ lẻ mỏng và không mượt bằng còn dịch thuật thì mình chưa đọc;33;4
đọc bộ này lâu rồi nhưng muốn mua một bản về để lại trưng bày sau này hứng thú lại lấy ra đọc chỉ tiếc một cái là ảnh lâu đài mấy tập ghép lại bị thiếu mất cái đầu;40;4
chất lượng dịch và giấy mình đều hài lòng tuy nhiên đóng khá chán seal rách bung bét gáy 1 quyển còn hơi bị bẩn tiki nên cẩn thận hơn nữa ở khâu này;34;4
tiki giao hàng rất nhanh nhân viên giao hàng nhiệt tình nhưng mà chất lượng sách không được tốt lắm giấy mỏng và bị lỗi in rất nhiều viền giấy mỏng như sắp rách đến nơi rồi ý;38;4
chất lượng giấy hơi tệ ngoài ra mọi thứ đều hài lòng giao hành nhanh tối hôm trước đặt thì sáng hôm sau đã giao bìa sách đẹp và có hộp đựng;32;4
tiki giao hàng nhanh nhưng sách bị dập nhưng săn được hàng giá khả rẻ nên khá hài lòng;19;4
sản phẩm ok nhưng tiki nên xem lại đơn vị vận chuyển người giao hàng có thái độ rất bất lịch sự;22;4
hộp tiki vận chuyển bị rách sách trong hộp còn bị hằn hic được cái là tiki giao nhanh sách thật;21;4
giao hàng nhanh gói cực kĩ boxset siêu xinh nhưng mình khá thất vọng với chất giấy : mỏng và dễ rách nội dung thì có khá nhiều lỗi sai nhỏ nói chung vẫn khá hài lòng;36;4
tiki giao hàng rất nhanh đặt tối qua mà ngày hôm sau đã có có điều là cuốn số 3 thì ở phần bìa bị gãy nhưng tóm lại là khá tốt;33;4
sách thiết kế bìa đẹp nội dung hay nhưng giấy hơi mỏng sách dày nên có dây giữ trang thì hay hơn;22;4
sách tốt nhưng boxet bị rách 1 bên và bao kiếng bao bên ngoài boxet bị xé nên mình nghĩ nếu để nguyên thì sản phẩm sẽ tốt hơn và mọi người sẽ hài lòng hơn;36;4
nhìn bên ngoài boxset khá xinh nhưng hơi bị móp nhẹ box khá hài lòng với sản phẩm;18;4
mua hàng tiki bán trực tiếp luôn an tâm về sản phẩm và dịch vụ chăm sóc khách hàng;16;5
1 cuốn sách nhỏ chưa tới 200 trang nhưng có những dòng văn khiến bạn phải rơi nước mắt nếu như bạn đang quá mệt mỏi và mất đi động lực sống cuốn sách này sẽ tiếp thêm cho bạn động lực niềm tin hoặc ít nhất là giúp bạn khóc một trận thật to rồi mạnh mẽ đứng lên tiếp tục chiến đấu;64;5
sản phầm đã trả hàg đến mình đúg mặt hàng đặt new có bọc lớp túi bóg trong shipper trả đúg hẹn trả tuy vậy vẫn còn tình hình kô có bookcare 9 5 10 background đẹp nên hồn là có 👌 thanks ạ 🌼;43;5
cuốn sách này có lẽ sẽ chạm tới 1 góc khuất trong tâm hồn của bạn có thể giúp bạn chữa lành cũng có thể giúp bạn hiểu và cảm thông với họ những người đã rất cố gắng để có thể tiếp tục sống tốt;45;5
sách còn mới tinh tươm không bị móp góc hay bong tróc keo ở gáy khổ chữ cũng khá to nhưng nội dung thì khỏi phải bàn rồi có lẽ vì hà nội tăng nhiều f0 nên phải 3 ngày sau mình mới nhận được;50;5
thật sự thì sách rất hay và đáng đọc những câu chuyện đã mở ra một góc nhìn mới về căn bệnh tâm lý về những người đang phải chống chọi với nó họ không cần những lời nói động viên vô nghĩa mà họ đã nghe đến phát chán ấy thứ họ cần là một ai đó sẵn lòng ở bên cạnh sẵn lòng chia sẻ thấu hiểu và xoa dịu những nỗi đau dày vò trong sâu thẳm tâm hồn;82;5
giao hàng siêu nhanh luôn anh shipper còn cute nữa mình thấy bản thân trong từng câu chuyện nhũng hình ảnh mà có lẽ chưa bao giờ mình nghĩ đến đây thực sự một quyển sách ý nghĩa ❤;38;5
sách không được đóng gói cẩn thận lắm 5 quyển được đựng trong một hộp giấy carton lỏng lẻo không có lớp bọc ở ngoài trừ một quyển có hơi bẩn và các góc bị tróc giấy ra thì còn lại vẫn ổn giao hàng tương đối nhanh nội dung nữa đầu quyển sách đối với mình thì còn thiếu một chút gì đó tự khui vết sẹo của chình mình ra là một chuyện hết sức tàn nhẫn nên có thể những phơi bày này chỉ là một phần nhỏ trong quá trình họ vật lộn với bản thân mỗi câu chuyện chỉ vỏn vẹn vài trang giấy không lột tả được hết những gì họ phải đấu tranh và chịu đựng nhưng những vấn đề đề cập trong sách đều là những xem thêm;136;5
thật ra lúc mua về mình bình chọn cho tiki 5 sao về chất lượng sách và thời gian giao hàng siêu nhanh nhưng khi đọc thì mình thấy đây là 1 quyển sách không phù hợp với mình có thể vì những gì mình trải qa đã nhiều hơn những mẩu truyện trong quyển sách này mình nghĩ nó phù hợp với những bạn trẻ cấp 3 hoặc đại học đang thấy chông chênh với cuộc sống đầu đời;80;5
tiki đóng gói cẩn thận sách rất cứng và đẹp mua vì thấy nhan đề khá hay mới nhận hàng cho liền đánh giá :v;25;5
nội dung khá hay nói về các vấn đề tâm lý như trầm cảm rối loạn lo âu cũng như về kiểu người trầm tính ít nói khép kín đọc xong cảm thấy có nhiều chút giống mình đọc để hiểu rõ mình hơn;44;5
mình khá thất vọng khi đọc xong cuốn này có lẽ trước đó mình kỳ vọng một điều gì đó mình đọc brief thấy khá hay nên quyết định mua đa số câu chuyện hay chia sẻ của từng người viết không cho mình cảm giác mới mẻ cảm giác câu chuyện hơi hờn hợt cũng có thể rất khó để người từng bị bệnh tâm lí viết ra suy nghĩ hoặc trải nghiệm chăng có vài ba mẫu trong góc khuất nghành tâm lí học khá hay anw mặc dù sách không phải gu của mình nhưng mình cũng rate 5 sao vì đâu đó có người cần cuốn selfhelp như thế này 5 sao cũng vì dịch vụ tiki tốt bọc sách và sách rất đẹp;127;5
cuốn sách rất hay cảm động và phản ánh đúng những tình huống con ngưới chúng ta mắc phải đang chống chọi sống và vượt qua khủng hoảng của căn bệnh trầm cảm cá nhân mình rất thấu hiểu và đồng cảm với những người đang mắc chứng rối loạn lo âu trầm cảm kéo dài và khó thoát ra khỏi bóng tối của bản thân;64;5
sách sưu tầm những bài viết ngắn của những ng từng trải qua trầm cảm mình thấy khá ok có thể học được nhiều điều trong mỗi câu chuyện của họ;31;5
sách đẹp từ bìa đến tận vô trong sách ạ bìa đẹp nhìn vô là có hứng đọc luôn;19;5
cuốn sách này thật sự ý nghĩa đặc biệt là cho những ai đang cảm thấy cô đơn có vấn đề về tâm lí khó tháo gỡ sách là những lời chia sẻ chân thật từ tác giả mang đến cảm giác gần gũi;44;5
mình mua tiki nhiều lần và chưa lần nào thất vọng cả đây là quyển sách sẽ giúp bạn trân trọng cuộc sống nhiều hơn thế nữa vì bởi những câu chuyện và những con người kiên cường trong sách sẽ là động lực to lớn dành cho bạn hãy mua và đọc nhé cảm ơn a crazymind cảm ơn tiki;62;5
mình thấy rất hay bởi vì cuốn sách đào sâu vào suy nghĩ của những người bị trầm cảm ngoài ra còn khiến những người đó có động lực sống hơn đây là một trong những cuốn sách về trầm cảm thú vị mà không bị gò bó về ngôn từ chuyên ngành;53;5
sách mặc dù viết về sự đấu tranh nội tâm của những người đối mặt với trầm cảm nhưng lối nhẹ nhàng hợp đọc trước khi ngủ mở ra thêm góc nhìn cho mọi người hiểu hơn về căn bệnh trầm cảm và để cảm thông cho những người xung quanh mình đang bị trầm cảm;56;5
cuốn sách dành cho các bạn bị trầm cảm nếu các bạn thấy tâm trạng mình hay buồn thì vẫn nên đọc biết đâu khi đọc xong mới thấy mình cũng bị trầm cảm :);36;5
cuốn sách là những mẩu chuyện nhỏ ghép lại nó giống một liều thuốc an thần đối với tôi sách giao về siêu nhanh sáng hôm trước đặt thì chiều hôm sau nhận được hàng shipper tử tế sách mới không bị bẩn hay dập gì cả mặc dù là đợt sales sẽ ủng họ tiki dài dài;58;5
bút đẹp dễ thương mực đều sách hơi dơ còn đóng một lớp bụi mỏng có lẽ do để lâu đóng gói hơi sơ sài không chèn xốp cũng may không ảnh hưởng sách bên trong tuy dịch nhưng giao hàng nhanh mua sách do review khá ổn hy vọng nội dung hay;53;5
biết quyển này lâu rồi giờ mới đặt giảm 50% nên tiền nào của đó nha mọi người;18;5
dường như trong mỗi câu chuyện của cuốn sách đều thấy bóng dáng mình trong đó những con người đã từng bị tổn thương tâm hồn và tìm cách giải thoát khỏi đúng là cuốn sách có cùng tần số;40;5
tiki giao hàng nhanh đến tay mình thì không có bị móp méo mình đánh giá 5 sao vì điểm này về phần nội dung sách thì sách cuốn này không thực sự hay phần đầu là câu chuyện của các bạn đã từng trải qua trầm cảm những câu chuyện thường cụt lủn và thực sự rất dễ đoán tìm được ánh sáng hay phải tự thâ vượt qua trầm cảm bla bla phần sau là về cái nghành tâm lý học mình thấy phần này tác giả viết không sâu chủ yếu là mấy ca bệnh rồi kết luận lại là nghành này vẫn đang phát triển ở việt nam :v nói chung thì cả hai phần mình thấy nó chả liên quan gì nhiều đến cái nhan đề sách cả nếu đánh giá nội dung xem thêm;140;5
quyển sách không chỉ đem đến cho ta kiến thức về ngành tâm lý học mà còn cho ta hiểu cuộc sống của những người từng trải qua căn bệnh trầm cảm một quyển sách hay và đáng để đọc cảm ơn tác giả về điều đó và xin cầu chúc cho những ai đã và đang mắc phải căn bệnh này sẽ mạnh mẽ vượt qua nó vì cuộc sống vì gia đình và vì mọi người;78;5
đây là một cuốn sách dành cho những người có vấn đề về tâm lý và những người quan tâm và tìm hiểu về tâm lý những đêm không ngủ những ngày chậm trôi có 2 phần phần thứ nhất là những câu chuyện của những người đã bị trầm cảm và rối loạn lo âu kể lại câu chuyện của mình phần thứ 2 là là phần về tâm lý học theo mình thì mình thích phần thứ nhất hơn vì phần thứ nhất có hai câu chuyện mà mình rất tâm đắc đó là : tôi và bệnh lời cảm ơn đến thiên thần câu chuyện thứ nhất thì kể về một bạn tên là hagichetsas mắc bệnh trầm cảm trong một khoảng thời gian dài và một hôm cô tâm lý tên là tcâsa để ý tới gâsd và giúp bạn xem thêm;145;5
sách có hơi bụi và phần đuôi sách bị nhăng đóng gói không kĩ nhưng không có nhiều lỗi những ai đang trải qua nhiều cảm xúc tiêu cực trong cuộc sống thì cuốn sách này có thể coi là một người bạn tâm giao cũng như là một nơi để bạn giải phóng những cảm xúc đó theo ý kiến cá nhân;63;5
sách hay chương đầu tiên là những dòng tâm sự của những người đang trong tình trạng có vấn đề tâm lý từ nhẹ tới nặng nhưng mà khi dù họ có nói với người xung quanh cũng không ai có thể đồng cảm với họ được chương kế tiếp là những dòng tâm sự của các chuyên gia tâm lý nói về những câu chuyện về nghề mà hiện nay chưa được phổ biến lắm sách rất hay và đáng đọc;82;5
cá nhân mình thì quyển này có chút nặng nề cũng có chút nhẹ nhàng nói về nặng nề thì dĩ nhiên là tâm lý của từng tác giả trong mỗi câu chuyện họ buồn thất vọng và cả tuyệt vọng nữa còn về nhẹ nhàng thì chắc là do sau mỗi câu chuyện tiêu cực ấy đều có những tia hi vọng xuất hiện đem ánh sáng đến cho họ và giúp người đọc thêm bình yên trong cuộc sống phần cuối của quyển sách là những câu chuyện về chuyên gia tâm lí hay những người theo đuổi lĩnh vực này mình cũng có quen một chị tâm lý chị vẫn còn đi học tại nước ngoài giỏi tiếng anh và thông thái mình rất ngưỡng mộ chị nhờ chị ấy mà xem thêm;136;5
cuốn sách là cánh cửa bước vào thế giới của những người mắc bệnh trầm cảm giúp mọi người nhìn và thấu hiểu căn bệnh này và đồng hành cùng người thân bạn bè vượt qua nó;37;5
nội dung sách rất hay giao hàng nhanh nữa mới đặt hôm qua hôm nay đã giao rồi sách lại rất chất lượng rất đáng đồng tiền;27;5
1 cuốn sách khá hay cho nhưng người muốn tìm hiểu và trải nghiệm đa dạng cảm xúc của những người mắc các chứng bệnh tâm lý bên cạnh đó còn đem lại những câu chuyện xoay quanh ngành tâm lý học giúp người đọc có cái nhìn sâu sắc hơn;51;5
nhìn chung thì sách được gói cẩn thận ship nhanh đêm hôm qua đặt sáng hôm sau đã có không bị xước móp về nội dung thì tùy từng người cảm nhận nhưng mà mình thấy rất hay nên mua nhá;40;5
sách phù hợp cho những người hướng nội hay suy nghĩ hoặc có những góc khuất trong lòng phải rất rất lâu rồi mới kiếm tìm được một quyển mà đọc nội dung thấy mình trong đó tiki giao hàng nhanh cẩn thận giá sách lại tốt nữa;48;5
sách hay gói hàng hơi đơn giản nhưng không bị móp giao hàng hơi chậm chắc do dịch nhưng mình rất ưng ạ;23;5
mình đặt giao nhanh nên sách không bị sao hết sách mỏng hơn mình nghĩ mình chưa đọc nên không rõ như thế nào có gì sẽ review sau;27;5
shipper giao nhanh nè sách mới và đẹp book mark cũng xinh nữa đọc preview có vẻ hay nhưng mà em chưa có đọc :3;24;5
sách hơi nặng về tâm lý những câu chuyện liên quan đến những người trầm cảm lúc đầu tưởng là mấy câu chuyện nhẹ nhàng tâm sự đêm phia cơ;30;5
mình mua sách hộ bạn nên cũng không biết nội dung ra sao nhưng sách khá mỏng có lẽ phù hợp cho những bạn không hay đọc sách tiki giao hàng nhanh đóng gói khá ok;36;5
nội dung sách khá hay nói về các vấn đề tâm lý như trầm cảm rối loạn lo âu rối loạn lưỡng cực bìa đẹp bạn nào muốn tìm hiểu về tâm lí học nên đọc;36;5
hơi méo nhẹ ở góc 🥺 mà nghe đánh giá chắc sẽ rất hợp với thể loại mình thích 🥰 giao nhanh;22;5
gói hàng hơi cẩu thả nhg sách không móp hay bẩn nên không sao ạ sách cực đỉnh luôn mọi người nên mua;22;5
sách rất ổn ạ trộm vía không bị gì nhưng mà sau này mình bao nó lại được không shop 😞 em mở ra mà sách trần truồng em đau tim lắm ý 🥲;34;5
chưa đọc hết nhưng thấy sách cũng ok giao hàng rất nhanh bao hàng kĩ không bị hư tổn gì;20;5
ship nhanh sáng đặt mà đầu giờ chiều đã nhận được rồi mình mới đọc được vài trang đầu thôi chưa đánh giá nội dung vội;27;5
giao hàng nhanh tuy không được bọc bao bên ngoài nhưng sách vẫn nguyên vẹn không bị rách hay nhăn bất cứ chỗ nào mong tiki chú ý về phần bao sách hơn;33;5
sách xịn quá trời luôn nè giao nhanh cực luôn ấy rất đáng tiền nha;15;5
lý do tại sao lại bị trầm cảm những người mắc bệnh này họ đã làm thế nào để vượt qua nó ngành tâm lí học và nhiều hơn thế nữa :>;32;5
sách hay đọc rồi để nhận ra mình cũng được đồng cảm rằng không phải mình mình đang cố chống chọi với cuộc đời này mà còn rất nhiều hoàn cảnh giống mình nữa;34;5
đối với mình sách không phải dạng quá xuất sắc nhưng thực sự mình đã khóc mình thấy chính bản thân mình trong cuốn sách này;26;5
giao hàng nhanh sách đẹp 😍 đang bắt đầu đọc hi vọng nội dung sẽ hay;16;5
truyện về vấn đề trầm cảm đọc để hiểu được cái nhìn từ những ng bệnh trầm cảm để cảm thông để chia sẻ để biết;26;5
mình rất thích nội dung của sách giá siêu hời do săn sale giao hàng nhanh nhưng điểm trừ là không được bọc seal lúc giao đến;27;5
ship nhanh sách không bị chễ hay gì nội dung cũng nói chung không có gì chê trừ việc dòng đầu tiên của các chương không lùi đầu dòng làm hơi khó chịu một chút ạ;36;5
đây là cuốn sách khá hay có nhiều câu chuyện của những người từng trải qua cảm giác stress hay căn bệnh trầm cảm tiki giao hàng nhanh sách đẹp giá hợp lý;33;5
quyển sách nói lên những góc khuất trong tâm hồn một con người trong cuộc mang lại nhiều lời nói ý nghĩa cũng như lời thấu hiểu động viên nội dung sách hay và khiến bản thân mình rất hứng thú;41;5
sách đẹp nhưng gói hàng không ok lắm hộp hàng bị móp méo với tận 6 ngày mình mới nhận được hàng;22;5
mua về đọc đi bạn sách bìa đẹp nội dung cũng ok ảnh minh hoạ không liên quan hihi;19;5
hàng nhận rất nhanh sách mới rất thơm mình chưa kịp đọc nên chưa nhận xét nội dung hình chưa kịp chụp lấy tạm cuốn khác ạ;26;5
bìa đẹp trong quá trình vận chuyển có bị dập mép nhưng không đáng kể đáng tiếc nội dung không đẹp bằng bìa cuốn sách;25;5
sản phẩm tốt giao nhanh sách còn mới tuy nhiên ở góc hơi bị cong trầu một xíu;18;5
sách hay lắm mọi người nê mua để đọc nếu bạn thích thể loại tâm lý học;17;5
giao hàng nhanh sách có những câu chuyện rất đúng tâm trạng suy tư của mình trong đợt ôn thi đại học vừa qua;24;5
giao nhanh đóng gói tốt chưa đọc nên không biết thế nào nhưng thấy mọi người đánh giá ổn;18;5
sách của caryyhar phù hợp với những tuổi trẻ hay suy nghĩ tiki giao nhanh đóng gói và bọc sách cẩn thận;25;5
tình trạng sách giao tới còn nguyên vẹn mùi giấy sách thơm cực nghiện luôn ấy;16;5
sách đẹp hay cuốn lắm ạ đóng gói cẩn thận sách mới nên mua nhé;15;5
chưa thấy một cuốn sách nào viết về những người làm trong lĩnh vực chăm sóc sức khỏe tinh thần cho tới khi gặp được em này :3;28;5
sách đẹp vẫn ổn dù hộp bị móp chữ in rõ nội dung thì chưa đọc;16;5
khá hụt hẩn có lẽ do tựa sách và bìa sách sâu sắc quá nhưng nội dung không sâu sắc như tưởng tượng tuy nhiên nội dung cũng tạm;28;5
đọc qua mô tả thấy nội dung khá hợp lý sẽ đọc và cảm nhận từ từ;17;5
